time,open,high,low,close,volume
2026-05-28 00:55:34.640276,1.08,1.082924969483513,1.0769593074491894,1.0808991745188963,1515
2026-05-28 01:55:34.640276,1.08008071982442,1.0815645051830038,1.079066150124379,1.0815645051830038,9002
2026-05-28 02:55:34.640276,1.0781947255558157,1.080771410110927,1.0762362154557932,1.078026125340072,308
2026-05-28 03:55:34.640276,1.0785761468080834,1.0808895180730658,1.0775499286663206,1.0786053454787035,3785
2026-05-28 04:55:34.640276,1.079086466996934,1.0819449711343907,1.0737607721320157,1.0782807403836037,1748
2026-05-28 05:55:34.640276,1.0786550444786511,1.0801323562724885,1.0781794589865574,1.0794550406316092,515
2026-05-28 06:55:34.640276,1.0774012117190603,1.078289242477947,1.0771956949050707,1.0778527009661945,8947
2026-05-28 07:55:34.640276,1.075948132952496,1.0785232850925808,1.0747100169939352,1.075924876109552,3856
2026-05-28 08:55:34.640276,1.075100715848736,1.0770782054915315,1.0728784829081441,1.0746237799251086,3915
2026-05-28 09:55:34.640276,1.074110942693906,1.0764530127010297,1.0725991683808227,1.0741683644965572,4124
2026-05-28 10:55:34.640276,1.0714726263060828,1.0717080135083468,1.0703312466019828,1.0706729018062313,9905
2026-05-28 11:55:34.640276,1.0713300314861423,1.0720530673872675,1.0712096545405454,1.0717646671088885,3138
2026-05-28 12:55:34.640276,1.0713524518137036,1.074302584297664,1.0686820931334164,1.074302584297664,8028
2026-05-28 13:55:34.640276,1.069206888672902,1.0720981784094399,1.066094291679409,1.0692209422620502,4529
2026-05-28 14:55:34.640276,1.0674903484488516,1.0677362392358674,1.06613275997522,1.0677362392358674,8513
2026-05-28 15:55:34.640276,1.066867205444836,1.0681607420429704,1.0643302148488816,1.0643302148488816,4248
2026-05-28 16:55:34.640276,1.0668294053357996,1.0682475848764135,1.0652519761736867,1.0682475848764135,8275
2026-05-28 17:55:34.640276,1.06771566359385,1.0696861131651254,1.0655549704203147,1.066867955566548,1688
2026-05-28 18:55:34.640276,1.0664554586105293,1.0692314534735268,1.062008085660148,1.0662731948072615,5703
2026-05-28 19:55:34.640276,1.065377101963092,1.0667971576777346,1.0651597569845497,1.066384489829441,2289
2026-05-28 20:55:34.640276,1.065457365636379,1.0661521151553959,1.0640813999056316,1.0657546227626717,6460
2026-05-28 21:55:34.640276,1.0668150833879528,1.069518923805115,1.0619264707885572,1.0667386232466736,3726
2026-05-28 22:55:34.640276,1.0670479889207325,1.0680542052608155,1.0663982451613399,1.0673419108217452,3573
2026-05-28 23:55:34.640276,1.0669953061935644,1.0684012120404995,1.0661253416501337,1.0671541365781467,4767
2026-05-29 00:55:34.640276,1.0655711225841817,1.066779508566282,1.0648467719796917,1.0648467719796917,9933
2026-05-29 01:55:34.640276,1.0641417332961864,1.0670864720021913,1.06406423969992,1.0652509737094695,8500
2026-05-29 02:55:34.640276,1.0627423139507368,1.0636848189083559,1.0608399645268933,1.0617868626522586,3373
2026-05-29 03:55:34.640276,1.0631589761080622,1.063747855652561,1.0607058079104907,1.0625082822279737,5526
2026-05-29 04:55:34.640276,1.0636151262186766,1.0645104250073327,1.0630022583959369,1.06418439881046,5582
2026-05-29 05:55:34.640276,1.0636521493368958,1.0656344688329316,1.0631036946712624,1.0656344688329316,914
2026-05-29 06:55:34.640276,1.0649377404736566,1.06711475292381,1.0646732257439648,1.0653773284173402,7581
2026-05-29 07:55:34.640276,1.06669438997889,1.0680736330836567,1.064723289959688,1.0680403097690176,1249
2026-05-29 08:55:34.640276,1.0670891290979718,1.0703326255284344,1.0661115347556664,1.0661115347556664,5154
2026-05-29 09:55:34.640276,1.067610692249628,1.0690688869272333,1.0668914391386461,1.0690688869272333,5037
2026-05-29 10:55:34.640276,1.0670310957567524,1.072408616312055,1.0659429639167783,1.0665395518942156,9517
2026-05-29 11:55:34.640276,1.0665107086262433,1.06803184190607,1.064177792847009,1.065940092328253,8641
2026-05-29 12:55:34.640276,1.0670420850549924,1.0671329428024516,1.0660880917160063,1.0668104006852068,9259
2026-05-29 13:55:34.640276,1.067322671332964,1.0708814819784565,1.065739620651023,1.065739620651023,2835
2026-05-29 14:55:34.640276,1.067448391403186,1.071135398268903,1.0659776333124915,1.0688252607749078,7289
2026-05-29 15:55:34.640276,1.066731803473335,1.0705680559883852,1.0663153548407789,1.0698154657972365,2343
2026-05-29 16:55:34.640276,1.0676330722717604,1.0699543295129872,1.0656962784390756,1.0656962784390756,2152
2026-05-29 17:55:34.640276,1.0657009117568503,1.0686081098800015,1.0643569456782043,1.0671618987382654,7495
2026-05-29 18:55:34.640276,1.0644361139870167,1.066907271149504,1.0622081511902761,1.0633668314186082,4422
2026-05-29 19:55:34.640276,1.0646640577467603,1.0673190717674632,1.063109367188772,1.0633094938532446,3507
2026-05-29 20:55:34.640276,1.0641282995996435,1.0657620587612282,1.0627760621745501,1.0641867389996529,8813
2026-05-29 21:55:34.640276,1.0640691347816482,1.065580727285915,1.0616913330697553,1.0650246094348235,9778
2026-05-29 22:55:34.640276,1.064515146455559,1.0649810167501466,1.062923814548542,1.0641583197846434,2829
2026-05-29 23:55:34.640276,1.0652125183522247,1.0676354176041536,1.0626433855471091,1.0658217359753048,8242
2026-05-30 00:55:34.640276,1.065309872950577,1.066402157511856,1.0630450333007546,1.066402157511856,3696
2026-05-30 01:55:34.640276,1.0649735715890118,1.0658976814980035,1.0607949447355938,1.0646535730391409,1893
